text,predicted_aspect,aspect_confidence,predicted_sentiment,sentiment_confidence,prob_negative_1,prob_negative_2,prob_neutral,prob_positive,prob_very_negative
aplikasi nya sudah sangat membantu untuk membeli barang tanpa harus keluar rumah tapi masih banyak kekurangan yang pertama barang yang muncul di konten video tidak sesuai dengan produk aslinya yang kedua terlalu banyak iklan shopee di aplikasi pihak lain ini sangat mengganggu kenyamanan orang iklan shopee selalu tidak muncul tanda silang untuk melewati iklan teresbut dan terkadang saya selalu masuk pada app shopee secara tiba tiba pada iklan,produk,0.6,negative_2,0.9876052141189575,0.010002325288951397,0.9876052141189575,0.0003357986861374229,0.00044657953549176455,0.0016101398505270481
notifikasinya dibenerin dong sering muncul pesanan dikirim waktu dipencet malah kebuka barang seakan notif iklan sedangkan notif pesanan asli malah gak ada notifikasinya udah dimatiin pengaturan notif hiburan media sosial dan promosi di aplikasi malah tetap muncul sedangkan notif pesanan keuangan dan chat yang aktif malah gak menerima notifnya,harga,0.25,negative_2,0.9905897378921509,0.00633652787655592,0.9905897378921509,0.00024661028874106705,0.0007543234969489276,0.002072783885523677
saya suka dengan gratis ongkir dan diskon tapi kenapa sekarang harus ada iklan video otomatis putar saat membuka aplikasi shopee ini sangat menyebalkan saya kasih bintang tidak masalah dengan iklan video saat buka aplikasi tapi harusnya ada fitur on off putar otomatis saat di tempat tertentu iseng buka aplikasi shopee tiba ada suara kenceng dr iklan video kan jadi tidak nyaman,harga,0.75,negative_2,0.9685556292533875,0.02795289270579815,0.9685556292533875,0.00025072466814890504,0.0006069866940379143,0.002633725991472602
udah pake dari lama tapi makin kesini entah kenapa tiap kali pembelian bundling selalu berkurang buah ilang ditengah jalan dengan penjual yg sama g ngerti lgi deh apa ada jatah maksimal pengiriman shg berkurang terus beneran ilang doang tiap kali pesan mana yg diambil selalu yg paling mahal lagi dari tiap pesanan sungguh ooh dan lgi penilaiannya error soalnya cm bisa nilai item aja dari pembelian bundling itu abis itu yg lain g bisa dong diketik,pengiriman,0.5,neutral,0.6569103002548218,0.0007133417529985309,0.09161841869354248,0.6569103002548218,0.24246850609779358,0.008289403282105923
suka banget aplikasinya banyak gratis ongkir nya juga sama produk nya berbagai macam pilihan tapi menurut ku pengiriman harus lebih baik sih kadang belanja kan yg dari luar pulau katanya butuh waktu sampai hari via laut tapi malah kadang hari via laut belum lagi via darat jadi lama bangeet,pengiriman,0.42857142857142855,negative_1,0.9987412095069885,0.9987412095069885,0.000761481118388474,0.0001473292795708403,0.00011059263488277793,0.00023946833971422166
aplikasinya lelet sekali dibagian menu dan profil tapi klw video promosi barang pas buka aplikasi langsung putar tanpa gangguan biaya pengiriman tetap aja mahal ke ntt yg buat malas belanja karena biaya pengiriman lebih mahal dari barang yang ingin dibeli,harga,0.5,positive,0.8209043145179749,0.0009448207565583289,0.08610041439533234,0.08776671439409256,0.8209043145179749,0.004283740650862455
jelek banget sekarang ui jelek kebanyakan game ga penting bikin berat kalau ada iklan shopee di aplikasi lain selalu ke direct ke shp padahal ga mencet iklannya dan loading nya lama banget yang paling bikin kecewa kenapa sekarang estimasi paket sampai bisa tiba tiba berubah estimasi awal tgl hari berikutnya malah mundur padahal status paket dikirim saya pesang barang urgent jadi sengaja pilih toko terdekat yang estimasi sampai sebelum hari yang saya butuhkah malah mundur kan,pengiriman,0.4444444444444444,positive,0.990182101726532,0.0007029153639450669,0.004286641720682383,0.0035295893903821707,0.990182101726532,0.0012987625086680055
untuk shoope food jelek saya tidak bisa membatalkan pesanan padahal tidak sampai mnit pas konfirmasi saya batalkan karena harga yang di konfirmasi beda dengan harga saat sudah di pesan aneh banget untuk saat ini saya kecewa karna saya harus pinjam uang dulu untuk lebihnya,harga,0.3333333333333333,positive,0.9614083766937256,0.0008284554351121187,0.020110927522182465,0.01606752723455429,0.9614083766937256,0.0015846460592001677
jadi sarang penipuan banyak barang yg tidak sesuai dgn yg ditampilkan dan juga masalah iklan iklan ada dimana mana diaplikasi lain banyak sekali walaupun tidak dipencet itu akan berpindah ke shopee sendiri saat diberanda juga tiba tiba masuk ke aplikasinya sangat mengganggu,produk,0.6666666666666666,negative_2,0.99062180519104,0.006824229843914509,0.99062180519104,0.0003108812670689076,0.0007605163264088333,0.0014825065154582262
cukup kecewa sama shopee ternyata pihak shopee lepas tangan jika customer ada kendala dan mengalami penipuan oleh seller tidak ada tindaklanjut hanya lipservice saja statment yg keluar harusnya bisa lakukan crosscheck ke pihak seller nya apakah benar hal tsb dan lakukan pembekuan akun karna hal tsb dapat merugikan customer lainnya pihak shopee malah memberikan solusi di kembalikan kepada kedua belah pihak mau seperti apa sementara seller tidak respond parahhhhh shopee kecewa banget saya,produk,1.0,positive,0.9917811751365662,0.00024344785197172314,0.003319536102935672,0.003488042624667287,0.9917811751365662,0.0011678761802613735
orang bertahan belanja di shopee hanya karena banyak diskonnya banyak voucher nya untuk sistemnya sangat amburadul estimasi pengiriman terlalu lama status pengiriman tidak sesuai dengan di lapangan kurir yg tidak menghubungi pembeli sebelum mengantarkan barang tolong kembalikan seperti dulu,pengiriman,0.5,positive,0.9901611804962158,0.000599574763327837,0.005421129986643791,0.0024831995833665133,0.9901611804962158,0.0013348690699785948
aplikasi belanja nomor di indonesia krn kemudahan transaksinya tdk perlu belanja ribu agar free ongkir didukung pembiayaan paylater yg bagus tdk mengenakan bunga jika dibayar bulan depannya beda sekali dgn gopay later setelah update besar kemarin ada perubahan di status transaksi dan masih ada bug nya transaksi yg sdh lama selesai selalu muncul notifikasi akan dikirim hari ini terus,sistem aplikasi,0.4444444444444444,negative_1,0.9936838150024414,0.9936838150024414,0.0025248248130083084,0.0014496824005618691,0.0005836425698362291,0.0017581327119842172
dari awal januari ini paket saya terutama yg cod selalu stuck distatus kurir akan ditugaskan tapi berakhir malah dikembalikan ke penjual ada yg sampai pun waktunya bener bener ga ngotak datang setelah hampir bulan setelah pemesanan dan sudah komplain ke cs tapi masih begitu terus dari awal belanja online baru sekarang dapet pengalaman yg buruk bgt kapok belanja di shopee kalo gini terus,pengiriman,1.0,positive,0.9938151836395264,0.00025876640575006604,0.002285161055624485,0.002521654823794961,0.9938151836395264,0.0011192571837455034
sumpah deh apknya bagus buat belanja dan sebagainya tapi tolong deh kenapa akun saya keluar masuk terus terus apknya juga kadang sering error udh masuk di keluarin lagi login lagi keluar lagi maksud nya ap,sistem aplikasi,0.6666666666666666,negative_1,0.9794490337371826,0.9794490337371826,0.015484162606298923,0.0025188105646520853,0.001363820512779057,0.0011840825900435448
selalu belanja online dsini gercep cuma belakangan ada kendala di pengiriman kurir yg selalu menunda pengiriman saya tidak tau alasannya apa setiap saya lacak selalu ada keterangan pengiriman ditunda padahal saya sangat membutuhkan paket tsb,pengiriman,1.0,negative_1,0.9949546456336975,0.9949546456336975,0.004120799247175455,0.00021585154172498733,7.388742960756645e-05,0.0006347700254991651
sebenarnya melalui apk jual beli online seperti ini dapat sedikit membantu tapi untuk opsi harga produk banyak yang tidak sesuai dengan deskripsi agak kecewa si ketika sebelum chekout harga rendah sedangkan setelah chekout harga jadi berubah cenderung naik yang kurang paham dengan strategi marketing memang terlihat murah kalau belanja lewat online tapi untuk para suhu itu semua adalah permainan pasar masa kini,harga,0.5,negative_2,0.6144914627075195,0.15479989349842072,0.6144914627075195,0.13183239102363586,0.07382749021053314,0.025048736482858658
tinggal pencet pencet langsung di antar namun saya kasih bintang karena beberapa alasan terkadang produk yang di jual tidak sesuai dengan keterangan dan banyak beredar penipuan yang paling bikin saya kesal itu masalah kurirnya sudah bagus sekali shopee bisa cod kan cek dulu baru bayar tapi beberapa kurir gamau mau minta return malah kena maki sama kurir nya minta baik baik soal barang rusak kan namun malah begitu kalau penilaian kurir jelek langsung pecat aja pliss shopee,produk,0.6666666666666666,negative_2,0.5010660290718079,0.11006386578083038,0.5010660290718079,0.04767944663763046,0.3264298737049103,0.014760807156562805
aplikasi bagus memudahkan kita yang malas belanja sendiri jadi terbantu dengan adanya shoppe tapi saya mau ngasih saran kalau bisa sih temanya tambahkan warna hitam ga warna putih aja karena terlalu cerah kalau gelap gelapan buka aplikasi shopee bisa menambah minus mata saya,produk,0.5,negative_1,0.9986128807067871,0.9986128807067871,0.0007646848098374903,9.695783955976367e-05,9.062190656550229e-05,0.00043484539492055774
langganan shopee vip supaya dpt prioritas dulu emang cepet pengiriman paketnya bahkan sebelum tgl estimasi uda sampe sekarang sangat buruk bahkan bisa berhenti lama di satu titik selama berhari hari komplain pun percuma gak di dengar dan ekspedisi tetep gak berubah pilihan ekspedisi yang tersedia kebanyakan cuman spx lainnya gak ada,pengiriman,1.0,positive,0.9914016127586365,0.0004076689074281603,0.0033121337182819843,0.002819112502038479,0.9914016127586365,0.0020595004316419363
nih ya dari segala hal tentang pembelian online shopee itu salah satu yang paling bagus tapi kalo aku lagi main game atau apa yang ada iklan shopee nya itu selalu jadi hal yang nggak banget lagi enk main tiba muncul iklan shopee yang bikin bad mood karena setiap ada ikan dari kamu walaupun udah dipencet silangnya malah langsng meluncur ke aplikasi nya terus keluar dari shopeenya tu lama dan buat game yang kita mainin ke ulang dari awal padhl susah banget pernah ada di masa pengen hapus you,produk,0.3333333333333333,positive,0.5720864534378052,0.16458947956562042,0.22501464188098907,0.011127831414341927,0.5720864534378052,0.02718159556388855
belakangan aplikasi sering terbuka sendiri saat saya membuka aplikasi lain bahkan bisa berkali kali masuk ke beranda tanpa saya pencet apa pun cukup mengganggu dan membuat penggunaan hp jadi tidak nyaman semoga masalah redirect atau aplikasi terbuka otomatis ini bisa segera diperbaiki,sistem aplikasi,1.0,negative_2,0.9639139771461487,0.029964884743094444,0.9639139771461487,0.0005841542733833194,0.003161301137879491,0.0023755624424666166
sangat membantu semenjak ada shopee tidak perlu bingung mencari barang yang kita inginkan dari mulai yang kecil sampai yang besar semua barang tersedia terimakasih telah menghhadirkan aplikasi belanja yang sangat bermanfaat untuk orang banyak satu lagi mungkin agak diperketat lagi supaya tidak ada oknum pedagang yang curang seenaknya saja mengirimkan barang cacat tidak sesuai foto yang di pajang,produk,0.6,negative_1,0.9981532692909241,0.9981532692909241,0.00024121387104969472,0.00039979812572710216,9.934096306096762e-05,0.0011063847923651338
aplikasi shopee sangat membantu untuk belanja online fiturnya lengkap tampilannya mudah dipahami dan sering ada promo menarik serta gratis ongkir proses checkout cepat pembayaran juga banyak pilihan jadi lebih praktis pengiriman sejauh ini aman dan sesuai estimasi customer service cukup responsif dan pengalaman belanja jadi nyaman semoga ke depannya aplikasinya makin ringan dan promo semakin banyak,harga,0.3,negative_1,0.9988341927528381,0.9988341927528381,0.0002695880248211324,0.0003564685757737607,9.954078268492594e-05,0.0004401780606713146
sebenarnya apk nya bagus tapi bisa ga game lev cocoki dan cekiceki tingkat kesulitan nya diturunkan sebulan ini saya main itu tapi belum pernah karena susah dan untuk cekiceki waktunya tolong ditambahkan masa barang sebanyak itu harus dimasukin ke slot yang sedikit terimakasih,produk,1.0,negative_2,0.784127950668335,0.21070972084999084,0.784127950668335,0.0004264072922524065,0.001970212906599045,0.002765720011666417
lelet bnget makin lama makin banyak bug mohon buat versi standarnya dan dipisah untuk live sendiri untuk jualan sendiri untuk shopeepay sendiri jangan dijadikan satu biar gak berat ni aplikasinha bukan masalah versi update bahkan ini saya aupdate otomatis tiap waktu terlalu banyak affiliator gak jelas bikin aplikasi makin parah,sistem aplikasi,0.6666666666666666,positive,0.9922134280204773,0.0002463999844621867,0.0034110783599317074,0.003151079872623086,0.9922134280204773,0.0009779103565961123
oke setelah masalah spx keluar lagi yang baru untuk pengembalian barang menurutku jelek banget kenapa dari aplikasi ga dituliskan agen yang available mana aja dari kurir juga ga tau harus kirim ke agen mana lalu pengembalian ini ga masuk ke pengembalian tapi masih di dikirim dan kita sebagai customer ga bisa lihat paket udah sampai mana pas kembali ke seller menurutku perlu diperbaiki sih ini tolong ya shopee perbaiki agar lebih baik lagi,pengiriman,0.5,positive,0.701526403427124,0.13048875331878662,0.14846403896808624,0.007658329326659441,0.701526403427124,0.011862454935908318
pihak shopee sanat lemot menangani masalah pesan barang ke pelapak disini sudah ada resi untuk pick up barang tapi barang tidak di serahkan ke jasa kurir dan chat penjual tidak di respon pengajuan pembatalan harus nunggu waktu lama sampai penjual merespon padahal penjual tidak merespon chat sangat kecewa shopee tidak bisa bantu mau cari barang di toko lain jadi terkendala harus menunggu di setujui pembatalannya belum lagi masalah lain,pengiriman,0.5714285714285714,positive,0.9919784069061279,0.0002856868668459356,0.0033551331143826246,0.002351852599531412,0.9919784069061279,0.002028886927291751
sedikit masukan buat tim shopee semenjak ada video pembeli jadi resah banyak penjual yang menampilkan video barang yang tidak sesuai dengan etalsenya menampilkan versi barang ori tipe paling bagus paling mahal setelah di klik di beli ternyata barang kw tipe rendah paling murah tidak ada filter ulasan terbaru susah untuk melihat stok barang terbaru yang di kirim penjual ulasan terbaru yang di tulis pembeli,produk,0.5,negative_1,0.997771143913269,0.997771143913269,0.0007563017425127327,0.000575956713873893,0.00018951059610117227,0.0007071933941915631
dulu belanja di shopee sangat membantu sekarang setelah dikenakan diluar ongkir dikenakan biaya lagi kemasan khusus jadi mikir x mau belanja di shopee kalau bisa dibalikin seperti semula tanpa dikenakan biaya lagi selain ongkir,harga,1.0,negative_1,0.8862056136131287,0.8862056136131287,0.11054337024688721,0.0005845744744874537,0.0002707457751967013,0.0023956603836268187
aplikasi yang gak cocok di buat berjualan menurut saya pengiriman pun gajelas suka lemot saya sebagai penjual dan saya mengirimkan paket dengan harga jt dan paket nya hilang setelah di buatkan laporan hanya di kembalikan sungguh merugikan sekali kalo seperti ini dan membuat laporan lagi di suruh buat asuransi apalah ribet banget,pengiriman,0.4,positive,0.9927414655685425,0.0004386254004202783,0.0019175955094397068,0.0015053992392495275,0.9927414655685425,0.0033969387877732515
makin ke versi gold mau belanja jadi agak kurang ga dinlasih untuk pembayaran cod dan gratis ongkir sekali ad gratis ongkir tapi untuk penanganan produk nya biaya nya hampir sama dgn harga barang sama aja ga ad gratis ongkir nya,harga,0.5714285714285714,negative_1,0.9956421852111816,0.9956421852111816,0.0032715005800127983,0.00017119813128374517,7.065898535074666e-05,0.0008446098072454333
udah dicopot pemasangan install ulang mau log in keluar terus karena make akun lama di aplikasi lama juga out terus gmn ini mana ada transaksi yang harus sy bayar kenapa sekarang kalo barang tiba mau ceklist pesanan diterima nunggu tgl estimasi dulu kacau nih parah makin kesini harusnya pesanan selesai udah langsung bisa diklik ini engga bisa,sistem aplikasi,0.6,positive,0.9893565773963928,0.0003816146345343441,0.004250873811542988,0.004402495920658112,0.9893565773963928,0.0016084176022559404
makin kesini makin aneh aplikasinya udh co di batalin sistem dengan alasan pernah login beberapa device dalam akun sudah di perbaiki sudah di device akun tapi masih tetap fasilitas voucher voucher tidak bisa digunakan karena record udah sampe join shopee vip tapi masih aja tetep di batalin sistem coan ku cape bgt pengaduan terus udh sebulan ini kayak gitu terus kasih bintang aja dulu nanti kalo sistem shopee udh sembuh dan gak aneh lagi aku akan update jadi bintang lagi,sistem aplikasi,0.6666666666666666,negative_2,0.9901570081710815,0.005580856930464506,0.9901570081710815,0.0002846509451046586,0.0014295416185632348,0.002547953510656953
saat scroll ke bawah selalu bug kembali ka atas bikin emosi kalau mau cekout barang yang mau di masukkan keranjang kena bugnya berubah ubah terkadang saat buka shopee hp merestart sendiri trus buka gak ada gambar hanya muncul suara saja,produk,0.5,negative_2,0.9600301384925842,0.03753645718097687,0.9600301384925842,0.0003081082832068205,0.0006749542080797255,0.0014504006830975413
kami puas dengan shopee ini cuma sj kita harus betul betul teliti membaca deskripsi produknya walaupun kadang masih ada masalah kecil tp kami masih bisa toleransi selama tidak terlalu berlebihan dan pesan buat penghuni lapak yg ada didalamnya supaya benar benar teliti atau cek ulang pesanan konsumen sebelum di kirim biar semuanya merasa nyaman dan puas dengan pelayanannya terimakasih untuk semua,pengiriman,0.6666666666666666,neutral,0.9936361312866211,0.0011447598226368427,0.0007896149763837457,0.9936361312866211,0.0009599501499906182,0.003469564486294985
sebenarnya ini aplikasi belanja terbaik namun syg nya apk shopee justru sering nge bwt hp jd nge freze itu ckp terganggu jika mw berbelanja pdhl buka apk lain aman aja klw bisa di upgrade utk hp kls bawah tnpa lag aq rasa itu bgs dan lagi kalau mau lbh bgs lagi hrs nya klw punya koin dan mau di belanjakan koin kita bisa di crop koin nya jd bisa di gunakan utk paket yg lain nya jd gk hrs nabung koin dr nol lagi,pengiriman,0.5,negative_2,0.9572159647941589,0.03823374956846237,0.9572159647941589,0.00027837223024107516,0.001005680998787284,0.0032662374433130026
saya pengguna setia shopee namun sayang sekali iklan shopee ada dimana mana sangat bertebaran dan jujur saja saya merasa sangat muak ayolah jika iklan kalian biasa saja tidak apa tetapi saat sangat sedikit saja ke geser shopeenya langsung ke bukan otomatis menyebalkan,tidak terdeteksi,0.0,negative_2,0.9896977543830872,0.0072803376242518425,0.9896977543830872,0.00029852980514988303,0.0005398177891038358,0.0021835430525243282
blm lamapake ternyata samph algoritmanya amburadul sarang toko nakal dgn deskripsi yang wah namun tidak sesuai dgn produk yg diterima namun tetap dibiarkan atau mungkin sengaja dipelihara penuh game jebakan siram tanam selalu dikasih lawan tak seimbang berujung diarahkan utk membeli produk dgn iming tetesan air neraka verifikasi yg mewajibkan scan privasi wajah pd barang live tertentu padahal akun bocah bisa saja beli pisau utk kejahatan namun dibiarkan byk kebijakan aneh dimata saya,produk,0.8,positive,0.9910377264022827,0.00021662276412826031,0.0014955447986721992,0.0028665645513683558,0.9910377264022827,0.004383516497910023
tolong pihak cs shope yang bagian mengelola pengajuan pengembalian di perbaiki saya mengajukan pengembalian kok sudah hari kok statusnya masih dalam pengecekan tim shope saja ini sangat buruk sekali kalau begini memang sekarang shope lebih buruk dari sebelumnya,tidak terdeteksi,0.0,positive,0.9944831728935242,0.0003530929097905755,0.001591675216332078,0.001608656020835042,0.9944831728935242,0.0019633162301033735
saya sudah sangat sering belanja di sini cuma masukan buat pengembang aplikasi shopee tidak bisa terus berlindung di balik status hanya platform jika produk palsu masih bebas beredar dan merugikan konsumen maupun penjual asli marketplace sebesar shopee seharusnya memiliki pengawasan dan penindakan yang lebih tegas karena penjual barang palsu dapat dengan mudah kembali membuka toko baru jika dibiarkan kepercayaan pengguna akan menurun,produk,0.8,negative_1,0.9980033040046692,0.9980033040046692,0.000807443808298558,0.0002171398955397308,7.808914233464748e-05,0.0008940784609876573
sebenarnya bagus sih tapi iklan nya itu loh di aplikasi lain nggk usah banyak atuh hampir di setiap aplikasi ada iklan shopee kan bete ya walaupun nggk di pencet tetap aja masuk ke aplikasi shopee kita kalau gabut atau memang ada keperluan pasti atuh pesan di shopee yang penting mah ada uang pasti pesan,produk,0.5,negative_2,0.9728097915649414,0.02441907487809658,0.9728097915649414,0.0002494702348485589,0.00037873699329793453,0.002142957877367735
data sistem pencarian barang kebutuhan sangat praktis lengkap lanjut dengan proses pesanan dgn pembayaran fleksibel byk paket promo discount sampai info proses pengirimannya pun sangat mendetail jadi kita bisa pantau dgn data yg kongkrit terima kasih shopee terus berinovasi sukses selalu,pengiriman,0.5,negative_1,0.9986295700073242,0.9986295700073242,0.0002896839869208634,0.00024975347332656384,7.723391900071874e-05,0.0007538119098171592
sampah banget spx express kalau memang tidak bisa mengantar lebih baik tidak usah jadi ekspedisi pengantaran pesanan saya dibatalkan terus menerus saya sudah meminta pada cs dan mengisi formulir agar pesanan saya didahulukan namun tidak ada bukti nyata bahwa pesanan saya didahulukan pesanan saya dibatalkan terus kami pesan barang utu untuk dipakai bukan untuk senang senang saja bisa mikir ga kalau barang terlambat datang ya tidak bisa dipakai dong,pengiriman,0.75,negative_2,0.9886695742607117,0.0030001739505678415,0.9886695742607117,0.0003150206175632775,0.001566433347761631,0.006448791828006506
bintang berbicara saran kalau bisa sistem pengiriman jangan di ajak muter dong langsung aja dari kota penjual ke kota pembeli buat meminimalisir resiko kerusakan barang akhir ini sistem pengiriman sering muter nggak jelas belum lagi tanggal estimasi yang tidak pasti berubah rubah makin lama sampainya intinya shopee sudah tidak secepat dulu dalam pengiriman maaf bintang saya kurangi satu kalau makin parah maaf saya bakalan kurangi lagi saya pengguna aplikasi ini sudah lama,pengiriman,0.625,neutral,0.4475381672382355,0.005690373480319977,0.18295755982398987,0.4475381672382355,0.35402485728263855,0.00978897139430046
jujur shopee ini mempermudah cari barang yg kita butuhkan yg gak kita temui disekitar tapi layanan pengirimannya sangat mengecewakan estimasi tiba sudah dekat namun belum ada pergerakan dari gudang transit selanjutnya sudah coba hubungi cs pun tidak membantu tidak ada pergerakan yg signifikan terkadang sudah sangat jauh dari estimasi tiba voucher garansi telat yg rb juga gak berlaku buat saya karna harus belanja mininum rp diakun saya tolong ditingkatkan layanan pengirimannya,harga,0.3333333333333333,negative_2,0.9874100089073181,0.010648757219314575,0.9874100089073181,0.00025484428624622524,0.0004145499551668763,0.0012718302896246314
tidak pernah sekecewa ini dengan aplikasi sudah berlangganan dengan aplikasi cukup lama dan terkadang menggunakan pembayaran paylatter tetapi bulan lalu mengalami keterlambatan pembayaran paylatter selama minggu dan sudah dikenakan bunga keterlambatan tetapi masih meneror orang terdekat seolah paylatter saya tidak akan dibayar sedangkan selama ini selalu tepat waktu dan lebih cepat bayar saya sangat kecewa dengan pelayanan ini semua tagihan paylatter sudah saya lunaskan,pengiriman,0.6,positive,0.994059681892395,0.00030975244590081275,0.0020850852597504854,0.0020050406455993652,0.994059681892395,0.0015404843725264072
barangnya unik tapi kok barang ada yang rusak mohon kemasannya dirapikan lagi kak barang mahal tidak pakai bubblewarp sayang ntar pa lagi gak bisa cod harus bayar dulu hisk tapi untuk pengiriman saya suka konsisten untuk jasa kurirnya banyak bonusnya member dapat diskon makanan non member dapat hadiah dan barang menarik terkadang non member dapat video unik untuk jadi member akhirnya aku bisa jadi member karena dapat sesuatu yang unik makasih shopee,harga,0.2857142857142857,neutral,0.9548333287239075,0.03153754025697708,0.00367457396350801,0.9548333287239075,0.0021513253450393677,0.007803303189575672
pengiriman ke pembeli hari biarpun pengemasan lama karena mungkin tukang tipu nya harus rakit dulu hp nya pas proses return sumpah lebih dari minggu di tambah lagi hari buat validasi penjual btuh waktu hari penjual untuk mengecek barang ini marketplace no tapi isi nya toko toko tukang tipu semua shopee gk mau rugi dengan biaya penanganan makanya nunggu pembeli pasrah shopee takut rugi saya yang lebih rugi rb dapet hp bangke gk bisa di pake baca gblok,produk,0.4,positive,0.9896253943443298,0.00032892730087041855,0.002928546629846096,0.0023468267172574997,0.9896253943443298,0.004770364612340927
sebenernya beberapa paket bagus aj pas nyampek tapi beberapa pesanan tdk sesuai dgn yg dibeli kadang tidak sampai pengantar membalikan paket ke penjual tanpa konfirmasi pembeli buruknya pas bayar barang diliat estimasi waktu tibanya cmn pas dah co barang dikirim ehh estimasi waktu tiba barang tdk sesuai malah makin lama tujuan beli barang buat pindahan rumah ini malah barangnya tiba pas aku dah pindah berdasar estimasi kan lucu walau murah tetep rugi,pengiriman,0.5,positive,0.7263708114624023,0.07225677371025085,0.1704949587583542,0.018517648801207542,0.7263708114624023,0.012359755113720894
